"EmployeeID","Age","Attrition","BusinessTravel","Department","DistanceFromHome","Education","EducationField","Gender","JobLevel","JobRole","MaritalStatus","MonthlyIncome","NumCompaniesWorked","PercentSalaryHike","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","YearsAtCompany","YearsSinceLastPromotion","YearsWithCurrManager","JobInvolvement","PerformanceRating","avg_workings_hours","num_of_leaves","EnvironmentSatisfaction","JobSatisfaction","WorkLifeBalance"
1744,32,"No","Travel_Rarely","Sales",1,3,"Medical","Male",2,"Sales Executive","Single",136640,3,14,0,10,6,7,7,7,3,3,7.92770708754091,4,3,4,3
1745,47,"No","Travel_Rarely","Research & Development",2,3,"Medical","Female",5,"Sales Executive","Single",50210,2,17,0,20,3,7,1,7,3,3,6.72413226304409,18,4,1,3
1746,40,"No","Travel_Frequently","Research & Development",3,4,"Medical","Female",3,"Human Resources","Married",51260,5,18,0,20,2,18,1,12,3,3,8.60199437759419,11,4,1,3
1747,53,"No","Travel_Rarely","Research & Development",7,1,"Life Sciences","Male",2,"Laboratory Technician","Married",28590,3,18,1,32,2,5,1,3,3,3,6.85828976624277,16,3,3,3
1748,41,"No","Travel_Rarely","Sales",6,3,"Medical","Male",1,"Sales Executive","Divorced",102390,3,24,3,23,3,21,12,6,3,4,7.74311127238252,6,2,4,2
1749,60,"No","Travel_Rarely","Research & Development",8,2,"Life Sciences","Female",5,"Laboratory Technician","Single",53290,8,20,0,10,3,2,2,2,4,4,6.6513495477028,19,1,1,3
1750,27,"No","Travel_Frequently","Research & Development",29,1,"Life Sciences","Male",2,"Manufacturing Director","Divorced",43250,1,14,0,9,2,9,1,7,2,3,7.4519955350016,11,4,1,2
1751,41,"No","Travel_Rarely","Research & Development",3,3,"Medical","Male",1,"Manufacturing Director","Married",72600,1,16,0,22,2,22,2,10,3,3,6.2856329440311,10,4,3,3
1752,50,"No","Travel_Rarely","Sales",9,3,"Life Sciences","Male",2,"Research Scientist","Married",23220,7,25,1,4,0,2,2,2,4,4,7.44871438893908,22,4,2,3
1753,28,"Yes","Travel_Rarely","Sales",2,4,"Life Sciences","Male",3,"Research Scientist","Single",20750,7,18,3,10,0,7,3,7,2,3,8.13463436470208,8,1,2,3
1754,36,"No","Non-Travel","Research & Development",10,4,"Technical Degree","Female",2,"Research Scientist","Married",41520,9,19,1,10,3,8,0,5,3,3,6.03585450775138,13,1,1,3
1755,38,"No","Travel_Rarely","Research & Development",1,3,"Medical","Female",3,"Manager","Single",96190,4,13,1,10,2,1,0,0,3,3,9.86161513016039,20,3,3,4
1756,44,"No","Non-Travel","Research & Development",8,2,"Life Sciences","Male",1,"Research Scientist","Single",135030,2,12,0,9,6,5,1,4,2,3,6.17363442389049,11,1,3,3
1757,47,"No","Travel_Frequently","Research & Development",27,3,"Life Sciences","Male",1,"Research Scientist","Divorced",54410,9,22,1,28,6,22,11,13,2,4,8.33253608984839,19,4,3,2
1758,30,"No","Travel_Rarely","Research & Development",8,3,"Life Sciences","Male",2,"Sales Executive","Divorced",52090,7,14,1,10,3,8,7,7,3,3,7.55912184237672,4,3,4,2
1759,29,"No","Travel_Rarely","Research & Development",1,2,"Medical","Female",1,"Sales Executive","Single",106730,1,13,3,1,2,1,0,0,3,3,6.47975298854794,24,3,3,3
1760,42,"Yes","Travel_Frequently","Research & Development",10,1,"Life Sciences","Female",1,"Sales Executive","Divorced",50100,6,21,3,7,3,2,2,2,3,4,9.97553200343426,5,3,3,3
1761,43,"No","Travel_Frequently","Research & Development",26,1,"Life Sciences","Male",1,"Laboratory Technician","Married",135490,3,11,2,7,3,2,2,2,3,3,7.16207756676327,17,4,4,3
1762,34,"No","Travel_Rarely","Research & Development",2,5,"Technical Degree","Male",2,"Healthcare Representative","Single",49990,3,12,2,10,2,5,4,3,4,3,6.44364570541474,17,2,3,3
1763,23,"No","Travel_Rarely","Sales",13,3,"Marketing","Male",5,"Sales Executive","Married",42210,1,11,1,5,4,4,0,2,3,3,7.84157649304582,5,2,1,4
1764,39,"No","Travel_Rarely","Sales",2,4,"Marketing","Female",4,"Healthcare Representative","Married",138720,9,12,3,12,3,8,3,6,2,3,6.3343080350016,11,3,2,1
1765,56,"No","Travel_Rarely","Research & Development",2,4,"Medical","Male",1,"Manager","Married",20420,7,12,0,30,6,10,1,1,3,3,7.13762695048568,10,3,4,2
1766,40,"No","Travel_Rarely","Sales",9,3,"Marketing","Male",2,"Research Scientist","Single",20730,0,14,0,5,3,4,2,3,3,3,8.82519169157861,3,4,4,2
1767,27,"No","Travel_Rarely","Research & Development",10,3,"Life Sciences","Female",1,"Laboratory Technician","Single",29560,8,13,0,9,6,7,0,7,3,3,7.53042873269998,6,4,1,1
1768,29,"No","Travel_Rarely","Sales",20,3,"Marketing","Female",2,"Manager","Divorced",29260,1,15,1,2,3,2,2,2,2,3,7.1079537883528,3,4,2,3
1769,53,"No","Travel_Rarely","Research & Development",9,3,"Life Sciences","Female",3,"Laboratory Technician","Single",48090,2,18,0,19,2,2,2,2,3,3,6.37635553429284,19,4,4,3
1770,35,"No","Non-Travel","Research & Development",5,1,"Medical","Male",1,"Healthcare Representative","Divorced",51630,2,18,2,16,4,1,0,0,3,3,7.12014372343765,13,4,1,4
1771,32,"No","Travel_Frequently","Sales",4,4,"Life Sciences","Male",2,"Sales Executive","Married",188440,1,19,0,10,3,10,4,7,1,3,7.84391828862053,4,1,4,3
1772,38,"No","Travel_Rarely","Sales",10,3,"Medical","Male",4,"Laboratory Technician","Married",181720,6,12,2,6,5,1,0,1,3,3,10.8852666916795,4,4,3,1
1773,34,"No","Travel_Rarely","Research & Development",20,3,"Medical","Female",3,"Laboratory Technician","Divorced",57440,3,19,1,7,4,0,0,0,2,3,6.22212030180601,17,2,1,3
1774,52,"No","Travel_Rarely","Sales",21,5,"Technical Degree","Male",3,"Manager","Married",28890,1,11,1,34,2,34,1,16,3,3,6.04953316623166,22,3,1,4
1775,33,"Yes","Travel_Rarely","Research & Development",1,2,"Medical","Male",3,"Laboratory Technician","Single",28710,1,17,3,10,2,10,7,8,3,3,10.0062027351416,5,4,4,2
1776,25,"No","Travel_Rarely","Research & Development",8,3,"Life Sciences","Male",2,"Research Scientist","Single",74840,1,15,0,6,3,6,1,4,3,3,7.75384428631931,9,3,4,2
1777,45,"No","Travel_Rarely","Sales",2,3,"Life Sciences","Male",3,"Healthcare Representative","Single",60740,0,14,0,9,2,8,3,1,3,3,6.0472366979511,18,2,3,3
1778,23,"No","Travel_Rarely","Research & Development",23,1,"Life Sciences","Female",2,"Research Scientist","Single",173280,1,17,1,2,2,2,0,2,1,3,8.03098081673569,4,1,3,3
1779,47,"Yes","Travel_Frequently","Research & Development",4,3,"Life Sciences","Male",1,"Research Director","Single",27740,4,13,1,8,2,5,1,3,3,3,10.0280545502126,14,2,3,3
1780,34,"No","Travel_Rarely","Research & Development",12,3,"Technical Degree","Male",1,"Research Scientist","Single",45050,1,12,0,6,3,6,1,4,3,3,7.8415326949684,17,4,4,3
1781,55,"Yes","Travel_Rarely","Human Resources",7,3,"Human Resources","Male",4,"Laboratory Technician","Married",74280,5,12,0,24,2,5,1,4,3,3,8.08660218180242,19,4,1,3
1782,36,"No","Non-Travel","Research & Development",7,2,"Life Sciences","Male",5,"Sales Executive","Single",116310,1,18,1,10,2,10,0,9,1,3,7.43595746354612,9,1,1,3
1783,52,"No","Non-Travel","Research & Development",1,4,"Life Sciences","Male",5,"Sales Executive","Married",97380,0,18,2,5,2,4,1,2,3,3,7.28823216766974,18,4,4,3
1784,26,"No","Travel_Frequently","Research & Development",2,2,"Life Sciences","Male",1,"Manufacturing Director","Divorced",28350,3,11,1,5,2,2,2,0,3,3,7.1352621812729,22,1,4,3
1785,29,"No","Travel_Rarely","Research & Development",10,2,"Medical","Male",3,"Manufacturing Director","Married",169590,4,14,3,11,5,8,1,1,3,3,6.32936991391384,13,2,3,2
1786,26,"Yes","Travel_Rarely","Research & Development",15,2,"Life Sciences","Male",2,"Laboratory Technician","Single",26130,6,19,1,6,2,4,1,2,3,3,6.2483876438811,15,4,1,NA
1787,34,"No","Travel_Rarely","Research & Development",14,4,"Technical Degree","Male",2,"Manufacturing Director","Single",61460,2,12,0,10,3,4,1,3,3,3,6.25440407992534,18,2,4,3
1788,54,"No","Travel_Rarely","Research & Development",18,4,"Medical","Female",2,"Laboratory Technician","Divorced",49630,9,15,1,9,2,5,1,4,3,3,8.9247391549825,19,4,1,3
1789,27,"No","Travel_Frequently","Research & Development",13,2,"Life Sciences","Female",4,"Research Scientist","Married",195370,0,12,0,5,5,4,1,1,3,3,6.84916341329847,7,3,4,3
1790,37,"No","Travel_Rarely","Sales",2,4,"Technical Degree","Male",2,"Manufacturing Director","Divorced",61720,0,11,0,6,1,5,4,3,3,3,9.52275052723102,18,4,1,2
1791,38,"No","Travel_Frequently","Sales",2,4,"Life Sciences","Female",2,"Research Scientist","Single",23680,6,11,1,17,3,15,4,12,3,3,10.8329313869191,3,1,1,3
1792,34,"No","Travel_Rarely","Sales",2,3,"Marketing","Male",1,"Sales Representative","Single",103120,1,12,0,6,2,6,1,3,3,3,6.93237006826228,14,3,1,3
1793,35,"No","Travel_Rarely","Research & Development",5,4,"Medical","Male",3,"Manager","Married",16750,1,16,0,3,6,3,0,2,2,3,7.83886822018678,11,1,4,2
1794,30,"No","Travel_Rarely","Research & Development",20,3,"Medical","Male",1,"Laboratory Technician","Married",25230,3,13,1,7,2,2,0,2,3,3,7.2353964825687,19,4,3,3
1795,40,"No","Travel_Frequently","Research & Development",10,4,"Medical","Male",2,"Manufacturing Director","Married",65670,1,13,1,8,3,8,3,7,4,3,6.42030245359638,13,3,2,3
1796,34,"No","Travel_Rarely","Research & Development",10,3,"Life Sciences","Male",3,"Healthcare Representative","Married",47390,5,24,2,6,2,3,1,2,3,4,7.93018695191736,19,3,1,3
1797,42,"No","Travel_Frequently","Research & Development",9,4,"Medical","Male",1,"Manufacturing Director","Divorced",92080,1,15,1,24,2,24,14,9,4,3,7.85878057014947,18,2,4,2
1798,23,"Yes","Travel_Rarely","Sales",2,3,"Medical","Female",4,"Manufacturing Director","Married",45590,1,18,1,1,2,0,0,0,2,3,8.03092233720353,4,3,1,3
1799,24,"No","Non-Travel","Sales",1,5,"Marketing","Female",1,"Manufacturing Director","Divorced",81890,1,14,1,1,3,1,0,0,3,3,6.79567983716475,16,3,2,3
1800,52,"No","Travel_Rarely","Research & Development",29,3,"Life Sciences","Male",2,"Manufacturing Director","Married",29420,8,11,1,9,1,5,1,4,2,3,6.11044834528639,13,4,3,3
1801,50,"No","Travel_Rarely","Research & Development",8,4,"Life Sciences","Male",2,"Sales Executive","Married",49410,5,11,1,30,3,4,0,3,1,3,6.41180400347666,8,3,3,3
1802,29,"Yes","Travel_Rarely","Sales",2,4,"Marketing","Female",4,"Research Scientist","Married",106500,1,13,2,1,2,1,0,0,4,3,10.6863957686395,3,2,1,3
1803,33,"No","Travel_Rarely","Research & Development",3,4,"Life Sciences","Male",4,"Manufacturing Director","Married",59020,0,12,1,14,2,13,3,7,3,3,7.0390730426183,20,3,3,4
1804,33,"Yes","Travel_Rarely","Research & Development",23,5,"Life Sciences","Male",1,"Human Resources","Single",86390,5,16,2,6,3,3,0,2,2,3,8.05883039061468,19,1,1,3
1805,47,"No","Travel_Rarely","Research & Development",6,4,"Other","Male",2,"Manager","Married",63470,1,14,0,26,2,26,3,0,4,3,9.52565459303364,15,3,4,2
1806,36,"No","Travel_Rarely","Sales",6,3,"Medical","Female",2,"Sales Executive","Married",42000,0,22,0,10,3,9,0,5,3,4,7.72290202896332,7,3,2,3
1807,29,"No","Travel_Rarely","Research & Development",10,3,"Other","Male",1,"Research Scientist","Married",34520,1,11,0,10,3,10,0,7,2,3,7.72649114701018,17,3,3,3
1808,58,"Yes","Travel_Rarely","Research & Development",24,3,"Other","Female",2,"Research Scientist","Single",43170,7,17,0,40,2,31,13,8,3,3,8.92411747272886,9,4,2,3
1809,35,"No","Travel_Rarely","Sales",10,4,"Marketing","Female",1,"Research Scientist","Single",26320,3,13,3,7,3,2,2,2,4,3,7.79591399347095,6,4,3,3
1810,42,"No","Travel_Rarely","Sales",15,1,"Marketing","Male",2,"Laboratory Technician","Married",46680,9,18,2,8,2,4,0,2,3,3,10.5123648096061,15,4,4,3
1811,28,"Yes","Travel_Rarely","Research & Development",19,4,"Medical","Female",2,"Sales Executive","Single",32040,6,16,1,5,4,2,2,1,2,3,6.2700072603326,16,3,3,2
1812,36,"No","Travel_Rarely","Research & Development",2,3,"Life Sciences","Male",2,"Healthcare Representative","Married",27200,4,14,1,8,3,5,0,4,3,3,6.6382202458767,18,3,2,3
1813,32,"No","Travel_Rarely","Research & Development",3,1,"Medical","Male",2,"Manufacturing Director","Married",171810,1,14,0,14,2,14,6,8,2,3,8.02703493929695,5,NA,3,3
1814,40,"No","Travel_Frequently","Sales",9,3,"Marketing","Male",3,"Manufacturing Director","Single",22380,6,14,0,10,3,1,0,0,3,3,6.94981920498084,10,1,3,3
1815,30,"No","Travel_Rarely","Research & Development",7,3,"Technical Degree","Male",2,"Research Director","Single",14830,5,13,0,12,3,0,0,0,3,3,9.42451433000605,4,3,4,2
1816,45,"No","Travel_Rarely","Research & Development",10,4,"Life Sciences","Male",1,"Research Director","Single",56050,1,12,2,1,2,1,0,0,3,3,6.64972475442243,16,2,3,3
1817,42,"No","Travel_Rarely","Research & Development",20,2,"Medical","Male",2,"Sales Representative","Married",72950,1,15,0,10,3,9,7,8,3,3,7.66510374557601,15,2,2,2
1818,38,"No","Travel_Frequently","Sales",4,3,"Medical","Male",2,"Research Scientist","Divorced",23060,2,19,1,13,5,4,1,2,3,3,7.63255262546659,18,1,1,2
1819,34,"No","Travel_Frequently","Research & Development",7,4,"Life Sciences","Male",3,"Laboratory Technician","Single",23480,1,14,1,6,3,5,1,3,3,3,6.95462780440778,19,3,4,3
1820,49,"Yes","Travel_Rarely","Sales",7,2,"Life Sciences","Female",2,"Healthcare Representative","Married",89980,1,14,2,9,2,9,7,7,4,3,6.36367593659169,19,3,4,4
1821,55,"Yes","Travel_Rarely","Human Resources",16,3,"Technical Degree","Male",4,"Manufacturing Director","Single",43190,4,11,0,12,3,9,7,3,4,3,6.43706091038999,5,3,4,2
1822,43,"No","Travel_Rarely","Research & Development",25,2,"Medical","Male",2,"Healthcare Representative","Married",61320,6,13,0,22,3,4,1,0,2,3,7.32674152922663,13,2,1,3
1823,27,"No","Travel_Rarely","Sales",2,4,"Medical","Male",2,"Manager","Divorced",33460,1,21,1,9,2,9,0,8,2,4,10.5388260708967,4,3,4,3
1824,35,"No","Travel_Rarely","Research & Development",1,3,"Medical","Male",1,"Research Director","Single",108550,3,13,1,17,2,8,1,6,3,3,7.06872311476837,20,3,3,4
1825,28,"No","Travel_Rarely","Sales",1,2,"Technical Degree","Female",1,"Sales Executive","Married",22310,1,12,0,8,3,8,7,5,2,3,9.92994031418403,5,2,2,3
1826,34,"No","Travel_Rarely","Sales",2,5,"Life Sciences","Male",4,"Research Scientist","Married",23230,0,17,0,4,2,3,0,2,3,3,6.95750477436766,10,3,4,1
1827,26,"Yes","Travel_Frequently","Research & Development",22,4,"Other","Female",1,"Sales Executive","Married",20240,1,23,0,8,2,8,1,7,3,4,8.04838595879993,18,3,3,3
1828,27,"No","Non-Travel","Sales",1,3,"Technical Degree","Female",1,"Sales Executive","Married",27130,1,11,0,0,2,0,0,0,3,3,7.29205357069131,19,4,4,2
1829,51,"No","Travel_Rarely","Sales",16,3,"Medical","Male",3,"Research Scientist","Married",94390,2,15,3,29,0,20,4,17,3,3,6.13242870244511,10,1,3,2
1830,44,"No","Travel_Rarely","Sales",24,5,"Medical","Female",1,"Sales Executive","Single",25660,9,11,1,10,3,5,2,3,3,3,6.34544508267582,15,4,2,2
1831,25,"No","Travel_Rarely","Research & Development",17,3,"Medical","Male",1,"Laboratory Technician","Single",199260,7,11,3,6,5,4,0,1,4,3,6.42749298640012,19,1,1,2
1832,33,"No","Travel_Rarely","Research & Development",8,4,"Life Sciences","Male",3,"Laboratory Technician","Divorced",24510,1,13,1,9,3,9,0,8,2,3,6.07695548579877,21,1,1,3
1833,35,"No","Travel_Rarely","Sales",6,4,"Medical","Female",2,"Manager","Single",94190,1,24,1,6,5,6,1,1,2,4,6.94141551496077,20,3,1,2
1834,36,"No","Travel_Rarely","Sales",10,4,"Marketing","Male",3,"Manager","Married",86860,1,13,0,18,2,18,4,11,3,3,9.73146775722382,11,2,4,2
1835,32,"No","Travel_Rarely","Research & Development",3,4,"Medical","Female",4,"Sales Executive","Divorced",30380,2,20,0,8,3,5,0,3,3,4,7.86890462433115,19,2,4,2
1836,30,"No","Travel_Frequently","Research & Development",4,5,"Medical","Male",5,"Sales Representative","Divorced",30580,9,14,1,10,2,5,0,3,3,3,6.42932640926877,16,2,4,2
1837,53,"No","Travel_Rarely","Sales",6,3,"Marketing","Male",4,"Sales Executive","Married",23250,7,18,1,35,1,5,0,4,4,3,10.3790372016683,11,1,4,3
1838,45,"No","Travel_Rarely","Research & Development",1,5,"Technical Degree","Male",2,"Healthcare Representative","Divorced",20880,4,15,3,18,2,5,0,2,3,3,8.52357867420456,21,4,1,3
1839,32,"No","Travel_Rarely","Sales",10,3,"Marketing","Female",1,"Human Resources","Married",30720,5,12,0,9,4,5,1,3,1,3,6.67964236653107,8,3,3,2
1840,52,"No","Travel_Frequently","Research & Development",1,1,"Life Sciences","Male",2,"Laboratory Technician","Married",50060,3,16,1,31,2,9,0,0,3,3,7.66548539878268,14,3,4,3
1841,37,"No","Travel_Rarely","Sales",24,2,"Life Sciences","Female",4,"Laboratory Technician","Divorced",42570,4,15,0,9,2,1,0,0,3,3,6.15280753898153,7,4,3,3
1842,28,"No","Travel_Rarely","Research & Development",21,4,"Life Sciences","Female",1,"Healthcare Representative","Divorced",25000,1,16,2,6,3,5,0,4,3,3,6.33848995718977,6,2,4,3
1843,22,"No","Travel_Rarely","Research & Development",2,2,"Life Sciences","Male",1,"Sales Representative","Married",11020,6,19,0,4,3,2,2,2,2,3,6.52288150857868,23,4,4,1
1844,44,"No","Travel_Rarely","Research & Development",22,3,"Medical","Female",1,"Laboratory Technician","Married",104530,2,11,1,10,2,3,0,2,3,3,11.0015552680069,2,1,4,2
1845,42,"No","Travel_Frequently","Sales",13,4,"Life Sciences","Female",2,"Laboratory Technician","Single",22880,5,16,1,8,4,2,2,2,2,3,8.03939585288138,6,2,4,3
1846,36,"No","Travel_Rarely","Research & Development",14,3,"Other","Male",2,"Research Scientist","Married",39290,0,24,0,6,6,5,0,3,2,4,7.64422239035624,16,1,1,3
1847,25,"No","Travel_Rarely","Sales",11,3,"Life Sciences","Female",1,"Laboratory Technician","Married",23110,1,11,1,5,2,5,0,3,3,3,10.4111486253984,13,3,1,3
1848,35,"No","Travel_Rarely","Research & Development",9,2,"Life Sciences","Female",1,"Healthcare Representative","Married",31400,1,13,1,17,2,17,5,15,2,3,8.80704076714314,17,4,3,3
1849,35,"Yes","Travel_Frequently","Sales",8,2,"Marketing","Female",1,"Laboratory Technician","Divorced",36900,1,13,1,10,2,10,7,8,4,3,9.99331613685345,11,4,2,NA
1850,32,"No","Non-Travel","Research & Development",21,3,"Life Sciences","Male",1,"Sales Executive","Divorced",44500,0,13,0,4,3,3,0,2,3,3,7.93615859078285,22,4,4,3
1851,25,"No","Travel_Rarely","Sales",5,3,"Marketing","Female",4,"Research Scientist","Married",27560,1,12,2,5,2,5,0,3,3,3,7.81964854927494,14,3,1,4
1852,49,"No","Travel_Rarely","Sales",9,3,"Technical Degree","Female",2,"Sales Representative","Married",190330,2,18,1,7,5,4,0,2,3,3,7.55669134248527,13,3,1,3
1853,24,"No","Non-Travel","Research & Development",2,5,"Technical Degree","Male",2,"Healthcare Representative","Married",187220,0,22,1,6,3,5,3,4,3,4,7.63090968382721,14,1,4,2
1854,32,"No","Travel_Frequently","Research & Development",12,5,"Medical","Male",1,"Research Scientist","Married",95470,1,13,1,10,3,10,5,3,2,3,6.86412382873243,12,2,2,3
1855,38,"No","Travel_Rarely","Sales",22,2,"Medical","Male",1,"Sales Executive","Married",137340,0,13,0,3,3,2,1,2,4,3,6.98087675573928,7,2,2,3
1856,42,"No","Travel_Rarely","Research & Development",18,1,"Technical Degree","Female",2,"Research Scientist","Married",199990,2,23,1,17,6,5,1,3,3,4,9.62117403793745,12,3,4,2
1857,31,"No","Travel_Rarely","Research & Development",16,3,"Life Sciences","Female",3,"Sales Executive","Married",22790,3,12,1,8,3,6,0,2,3,3,10.115129480653,19,4,4,3
1858,29,"Yes","Travel_Rarely","Sales",3,3,"Marketing","Male",3,"Laboratory Technician","Divorced",59160,6,12,0,5,2,3,0,2,3,3,9.43063299982233,3,2,3,3
1859,53,"No","Travel_Rarely","Research & Development",9,3,"Life Sciences","Male",1,"Sales Representative","Married",20890,5,16,0,28,2,2,2,2,2,3,6.46339564113228,23,1,4,3
1860,35,"No","Travel_Rarely","Research & Development",1,3,"Life Sciences","Male",3,"Healthcare Representative","Married",167920,3,12,1,16,3,13,4,8,4,3,7.1611431491819,7,4,2,3
1861,37,"No","Travel_Frequently","Research & Development",13,4,"Life Sciences","Female",3,"Human Resources","Married",35640,5,11,0,10,1,5,0,0,1,3,7.44046122750612,7,3,4,3
1862,53,"No","Travel_Rarely","Research & Development",1,1,"Medical","Male",1,"Sales Executive","Single",44250,6,22,1,33,2,12,3,8,4,4,6.74071689785251,8,4,4,3
1863,43,"No","Travel_Frequently","Research & Development",1,3,"Medical","Male",1,"Laboratory Technician","Married",52650,4,11,1,12,4,5,2,2,3,3,7.68051638321576,18,4,4,2
1864,47,"No","Travel_Rarely","Sales",15,4,"Marketing","Female",3,"Research Director","Married",65530,0,15,0,8,2,7,7,7,3,3,10.6896294018138,18,3,4,3
1865,37,"No","Non-Travel","Research & Development",1,5,"Medical","Female",2,"Research Scientist","Single",62610,1,12,0,10,1,10,0,9,3,3,8.30810873932847,10,1,2,3
1866,50,"No","Non-Travel","Research & Development",17,3,"Medical","Female",1,"Laboratory Technician","Divorced",42980,1,20,1,31,6,31,14,7,3,4,6.63394266842273,23,1,1,3
1867,39,"No","Travel_Rarely","Research & Development",1,3,"Other","Female",3,"Human Resources","Married",68040,8,14,1,13,3,5,0,4,2,3,6.9718586032559,12,4,4,3
1868,33,"No","Travel_Rarely","Sales",7,3,"Life Sciences","Male",2,"Manufacturing Director","Divorced",38150,3,11,1,7,3,4,0,3,3,3,9.44942746026678,8,4,2,4
1869,32,"Yes","Travel_Rarely","Research & Development",9,1,"Medical","Female",1,"Laboratory Technician","Single",27410,1,15,1,1,5,1,0,1,2,3,10.0172058418929,16,1,4,1
1870,29,"No","Travel_Rarely","Research & Development",5,4,"Life Sciences","Female",4,"Healthcare Representative","Divorced",66730,6,12,1,8,2,4,0,3,4,3,6.44269970775667,6,1,4,3
1871,44,"No","Travel_Rarely","Research & Development",26,2,"Life Sciences","Male",2,"Manufacturing Director","Married",76390,1,14,0,8,6,8,7,1,3,3,9.83678910522481,17,2,1,3
1872,28,"No","Travel_Rarely","Sales",24,5,"Life Sciences","Female",1,"Research Scientist","Single",23280,1,11,2,4,3,4,0,2,3,3,6.47881395116998,18,1,4,3
1873,58,"Yes","Travel_Frequently","Sales",9,2,"Technical Degree","Male",1,"Sales Executive","Divorced",21530,9,11,0,3,3,1,0,0,3,3,10.5173560883372,10,4,4,2
1874,43,"No","Travel_Rarely","Sales",7,4,"Marketing","Male",2,"Sales Executive","Divorced",48760,4,16,2,4,4,1,0,0,3,3,6.64993473627339,9,1,2,4
1875,20,"Yes","Travel_Rarely","Research & Development",11,3,"Medical","Male",2,"Sales Executive","Single",93960,1,12,0,2,6,2,0,2,1,3,7.17167821293418,7,3,3,2
1876,21,"Yes","Travel_Rarely","Research & Development",1,3,"Medical","Male",2,"Sales Executive","Single",104000,1,13,1,1,2,1,0,0,3,3,7.96485466839993,20,4,4,2
1877,36,"No","Travel_Rarely","Research & Development",26,4,"Medical","Male",1,"Laboratory Technician","Married",84740,0,14,0,17,3,16,4,11,3,3,10.2903123720814,17,3,4,2
1878,47,"No","Travel_Rarely","Research & Development",2,3,"Life Sciences","Male",2,"Manufacturing Director","Single",99810,1,21,1,3,3,3,1,2,3,4,8.5107041635643,4,4,4,2
1879,22,"Yes","Travel_Rarely","Research & Development",15,4,"Life Sciences","Female",1,"Laboratory Technician","Married",124900,0,13,0,4,3,3,0,2,3,3,9.83456102148615,10,2,3,4
1880,41,"Yes","Travel_Rarely","Research & Development",23,3,"Life Sciences","Female",2,"Sales Executive","Divorced",26570,4,11,0,10,3,7,1,0,4,3,10.4632885842097,16,2,4,2
1881,28,"No","Travel_Rarely","Research & Development",10,3,"Life Sciences","Female",3,"Manager","Divorced",135910,5,20,1,6,2,2,2,2,3,4,7.71723367461764,5,3,3,3
1882,39,"Yes","Travel_Rarely","Research & Development",10,4,"Life Sciences","Female",4,"Human Resources","Married",66960,7,11,0,8,3,2,2,2,3,3,10.7045669207149,8,4,1,1
1883,27,"No","Travel_Rarely","Research & Development",1,3,"Medical","Male",1,"Research Scientist","Single",20580,1,14,1,1,5,1,0,0,3,3,7.73796756309345,21,2,3,3
1884,34,"No","Travel_Rarely","Research & Development",12,2,"Technical Degree","Male",2,"Human Resources","Divorced",88650,1,11,1,1,0,1,1,0,3,3,7.72758089059993,17,2,2,3
1885,42,"No","Travel_Rarely","Sales",11,1,"Technical Degree","Male",2,"Human Resources","Single",59400,7,16,0,10,2,5,0,3,2,3,6.98074775633017,21,3,3,3
1886,33,"No","Travel_Rarely","Sales",2,3,"Marketing","Female",1,"Sales Executive","Single",59140,3,16,1,6,4,3,0,2,3,3,10.5425160342873,6,3,1,3
1887,58,"No","Travel_Rarely","Research & Development",2,4,"Life Sciences","Male",1,"Research Scientist","Divorced",26220,2,23,0,24,3,6,0,4,3,4,8.30976711657413,15,3,2,3
1888,31,"No","Travel_Rarely","Sales",1,3,"Life Sciences","Female",1,"Sales Representative","Married",121850,3,14,0,13,2,7,5,2,3,3,6.17074051292487,18,2,3,4
1889,35,"No","Travel_Rarely","Research & Development",2,1,"Life Sciences","Male",3,"Healthcare Representative","Married",106090,1,22,0,10,3,10,0,7,3,4,10.4082752489263,3,4,4,1
1890,49,"No","Travel_Rarely","Research & Development",25,2,"Life Sciences","Female",2,"Sales Executive","Married",43450,4,15,0,29,3,26,1,7,2,3,7.03390469244995,20,1,2,2
1891,48,"No","Travel_Rarely","Research & Development",1,4,"Medical","Male",1,"Research Scientist","Married",21770,4,18,0,13,4,0,0,0,3,3,6.74529804047444,16,4,3,2
1892,31,"No","Non-Travel","Research & Development",1,2,"Technical Degree","Female",2,"Sales Executive","Married",27930,1,16,0,9,4,9,0,0,3,3,7.12729183129789,11,4,3,2
1893,36,"No","Travel_Rarely","Human Resources",2,4,"Technical Degree","Male",1,"Sales Executive","Single",79180,2,12,2,8,3,6,0,1,2,3,6.56549877061992,12,2,4,3
1894,38,"No","Travel_Rarely","Sales",6,3,"Other","Male",2,"Sales Executive","Married",87890,1,11,3,15,4,15,5,11,3,3,7.14333349865339,12,4,1,3
1895,32,"No","Non-Travel","Sales",18,3,"Marketing","Male",1,"Laboratory Technician","Married",23890,6,12,1,5,4,3,0,2,2,3,7.17123815985526,8,3,2,3
1896,25,"Yes","Travel_Rarely","Research & Development",1,2,"Life Sciences","Male",1,"Sales Executive","Married",32120,1,15,1,1,3,1,0,0,2,3,8.90702091349711,18,3,2,3
1897,40,"No","Travel_Rarely","Research & Development",1,4,"Medical","Male",2,"Research Scientist","Divorced",192320,2,14,1,11,3,1,0,0,3,3,6.19863881973345,19,1,2,2
